feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,label
-1.366299772286082,-0.768088651117827,1.470772031272629,-3.1726476628499234,-2.3269686736469324,-1.0992670245394227,0.7839676512169459,-4.591518731538227,2
1.0531233488548626,2.115010819656689,-0.03998721567480563,-0.14578903526978093,-2.0178548282582867,0.597091938925338,2.114414834308793,0.1360524270030397,0
3.2570350357656777,-1.1363133392085194,0.8425429865918133,2.9994571790788034,-1.5070494266006498,0.8587056855605609,-0.8552063823110898,-0.04945531877367071,1
1.4667514390216627,0.7766357124903855,-0.21146572608782732,-0.0521590079283939,-1.709848533249183,0.033235744722650895,0.2560798786660208,-0.8752873592392802,0
3.6472596978746474,2.7575590172095983,-3.815992543649621,0.8124639020497192,0.5144858052677338,1.9232005708771145,0.39164023988893254,4.425338976254966,0
-2.349413027763908,-2.8632753018411354,5.7828201093698794,2.9773168545163626,-0.41635833269460176,1.132803121583691,-1.6566925195595903,-0.36685954311425023,0
-1.7969655866921492,-1.5678933228744052,6.136188880525132,2.4668685632253653,-1.1247180045026224,4.112771479626662,-0.44443329292291694,2.3808044012132963,3
-0.6167838005277247,2.0302133910598146,-2.505132371758464,-0.6012537807686787,1.5869856198874182,-1.1511764489396792,-1.0482511637190517,1.3720579636376204,1
0.2962956568509757,1.729836233528181,-3.6066767345655277,-1.4781669838789377,1.5254960102503716,-1.1903693125553714,-1.2745191073073694,0.8889859459654141,1
-1.5577891280952736,-2.327083597325228,5.175050277597576,1.9469373657591555,-1.5083418748459425,1.0143917296175233,0.5146715543882295,-1.3521879109444264,0
-2.4274409584956507,-0.4225364199120225,4.139203285364959,1.0362995050826653,-1.3885874973573862,0.10697352656074066,0.50997691724033,-1.230285743787929,3
-4.087666826388419,-0.11603264143108605,4.761495155154353,-0.0496779432784874,-1.6379262437321078,-0.8269226123262249,0.7283452130695429,-2.5636837361008373,3
-0.2736689005056093,0.49394113465587364,1.356923706733289,1.538368651398036,-0.2507171549249029,0.8271847912157162,1.2749773820208183,1.2976233076575912,0
0.5223683943152924,0.8825666177596426,-0.46405194710686726,0.5702434311798996,-0.48916547989792314,-0.8436904965068297,-0.16228244716741405,-0.4121633672694397,1
1.851502462450266,4.169060335043519,-1.493579668716403,-0.6528518849723636,-2.2142129201419825,1.4319980430455734,-1.0782181701163007,1.8952183940719363,0
-0.03992496890178543,0.23976642209701693,1.9095422355829488,0.8469516954962342,-1.5723875264091973,0.4932258983693164,1.3380271627819205,-0.5083598522136625,0
0.8396504326844408,2.3611810017295065,-2.0843825668567932,0.763896043515522,0.2406233851552868,-1.189177315317194,0.648943606259271,0.917680202875378,1
1.357785705712614,0.7067690978029486,-3.4622911364113116,0.7049787267103524,1.9359515538093057,-1.7188356982726452,1.1917378358214277,0.90423141144088,1
0.7532390128609443,1.578737652098205,-3.5615848283837614,0.3149909184167673,2.1870718977067742,-1.2055371006467261,-0.39092305952474016,1.9568355744896788,1
1.05387648830111,0.24991102707229895,-0.6897327273251949,1.1434164061336645,-0.1057216798906514,-0.9041566590221856,0.9701010940126534,-0.3060949703659059,2
0.502149606778274,1.3985374253730378,1.8341766457992206,2.052108028975734,-2.2176530706454143,-0.18374686374979599,1.3854863405180886,-0.5322578763617137,1
0.37891900425725644,-0.22786404185579412,2.335563683298766,0.07642676051430419,-2.925382292221875,0.03626796314803171,-0.8214848566236752,-2.5957824437104926,0
1.516659794243065,0.2873153576003611,1.620853839647415,3.2293409935707293,-1.663391333393355,-0.12383177262424938,0.7686480879681984,-0.24032312920948873,2
2.360727772331182,0.3553210284306173,-2.233059135617916,1.8611995434195618,1.559508974348994,1.0186444485153545,-0.8019092044499574,3.2573526428000377,0
1.701437505479064,0.850413684945624,-6.246855978722275,0.5889873927343661,4.442086535316773,-2.2508776863701634,3.089889607686385,2.681211016671018,1
-0.0941797413818447,0.5521132970741728,-2.208947349094821,-0.24442302450323738,1.4137564296100258,-1.8595486046548333,-0.026483628288828647,-0.18232629436722375,1
-0.1112934150852426,1.2652512501615127,-6.248841364196212,-2.2825630132820662,4.083177961041252,-2.788652295606453,-0.03602103575443992,1.100045436696572,1
0.37822365636258126,1.86079625363315,-0.03364229612055679,2.142080264092039,0.8058730023527975,1.9265047962359199,0.8262494226728235,4.293413648013838,0
1.6440756149560343,1.7123856508343882,-1.1911429829087763,0.8980327628503577,-0.15632003101576952,1.2161752475924494,-0.7703260652176505,2.4316553342283496,0
0.7123998121845232,3.1095584335142776,-5.145984481480971,-0.2764744162458127,2.427441672825608,-2.250810088208005,-0.3818793443956899,1.9909148381852744,1
-0.9761902139157123,0.3520910401497598,3.6481848541471176,1.1627057666558165,-2.162232725717833,1.2544855443446423,-0.32516273242162497,-0.2387577270561491,0
0.6942707202387732,-0.47219988999701246,1.8365229847886881,2.056054740711399,-1.5196463008344208,-0.4450010571445495,0.038498485695272235,-1.3102861854052603,1
-0.12902017636028218,-0.5925989957787919,1.6660836588253025,1.3973384921806349,-0.35139202789324264,0.6186811546593223,2.3391289515689104,0.31271839789987843,0
0.15334176468817218,-0.25282624280982857,1.7975146980893661,2.2604611599903093,0.08643516800076723,1.8450009403678926,0.3751690140584689,2.2993460481403223,0
0.14421588872764812,0.22674509184781588,1.7462594624282406,1.5329437569535544,-0.7892806652209016,1.3036084894882674,-1.9792058592406632,1.1214452268807802,0
-1.2781226226738316,-0.5132487273293438,3.5047906260558466,1.5955075120816993,-0.754963228795898,1.6973228659485282,-0.7618756289717585,0.954981746034895,3
0.8554967668069046,0.5586571088645707,-0.32525996219278597,1.237412860537473,-0.15847636113034114,-0.2703181559680423,1.6982903924269561,0.42392824912218874,1
-0.23307301387185053,0.2072059888423119,2.143824353480818,1.1106136912592977,-1.2617010452066795,0.9602269906461607,0.6837095369080293,0.2287896671868202,0
0.3956474696753117,-0.23675583787427001,3.0527383246951754,1.3932137676802954,-1.7658513243144198,2.7832850857233256,0.825954155620064,1.2881465186415213,3
-1.2135338738593475,-0.1273353659578612,1.1108358115245511,-1.9144799695140797,-0.6751098392501547,1.1085669324578042,-0.3985069178825137,-0.36763869010196426,2
1.779258649196623,-1.4125346109414894,-1.684032982045426,0.6962625680735554,1.0088714209998306,-0.7024441077940173,1.974396744480029,-0.27904286352851093,1
1.0681344804572768,1.1985772846990252,0.0426026831799214,1.1330238471256673,-0.3703962067148443,1.6841275807247764,-0.5243599556815834,2.3761033251009875,0
-0.8843779934525468,-0.843818186872121,3.8561085725615274,1.5388442200909533,-1.8395105907143319,0.7482755308498659,0.04109638193320571,-1.0321260689943155,0
-0.9979181280109989,1.0716106546998858,-2.7347415292459947,-0.6798647949574154,2.6106203532775027,-1.3988228333153891,-0.05605556594019711,1.3873219061854116,1
-1.5825937288848455,-1.2332579222765552,1.1969621102830814,-2.7356303078577224,0.013646943161734981,1.8444614549681582,-0.15784202104008324,-0.08568094942321103,2
0.3580990888789898,0.3783831680034847,1.2442389605639763,1.340137983935676,-0.79942336818336,0.9073616801450247,-0.1698196855231585,0.8068368553096917,0
2.5435239534303697,3.150192022426332,-2.150419683834253,0.060635686607796946,-1.0725819888570034,1.6640681093034784,0.040614086965532745,2.737997212730021,2
-0.6445080729481495,0.739866537594536,-1.0682394778815998,0.407281624686088,1.3569230504627476,-0.9394818782497366,-0.2850308482748619,0.8750457086556767,1
-0.021752965918436562,2.747488736625554,-0.01110719947867982,0.8216042410604264,-0.3421270067975307,1.377282741263712,-1.4471735937410677,2.90861846071542,2
-2.4516836554201684,0.01056386090765149,2.8794364908214574,-2.716041976169313,-2.374384348162695,0.2998183603925534,-0.5483991391083297,-2.8303489457940323,2
0.9405982611744489,1.535576561568028,-0.015469403533192915,1.262500131428197,-0.4085459494342351,1.3700588107057923,-0.7180388134051491,2.30219018075446,0
0.482608915043678,0.8775502100761564,0.4721304185533154,2.189993512056332,0.5731765680593731,1.7037125227147918,0.28405657052987,3.302042703343338,0
-2.4889199192846263,-2.2803777425390828,1.9898506768673423,-3.880239064870299,0.2840813165979871,2.7664767232503404,0.6276112125924505,-0.1063088462654801,2
1.9282744566595533,-0.17753935085193595,-0.5947958501719405,2.273477793250189,0.12397387781294389,-0.17998446663239986,-0.6763331514442503,0.7006787189885662,1
-1.352097457952992,-2.3043493416141327,1.080446022750107,-3.964167872714923,-1.1416168474949322,-0.16056783702495092,-1.1647993973691224,-3.9259406212387122,2
0.5826062061317464,-1.5332423594694449,1.5495682565502769,0.9510344106729518,-1.1009426762527739,-0.2574792706912937,-1.573914211994401,-1.7970542531280822,0
2.709179287068541,-0.6773487826597294,1.6053568105041538,4.219965053452955,-1.5492632091299,0.3269974982461116,0.38427883498595106,0.0663414136631813,1
-0.9445064938425998,-0.35190634126110865,1.4173390197351319,-0.9614587887543014,-0.7390690324910123,0.7833308112141814,-0.7498482103826004,-0.5334072582425159,2
-0.609746694554366,-1.2270165705780696,2.3923126957794936,2.2489557936213056,0.25537653700797736,0.8119015875910065,-0.1379112517114806,0.8500397986497955,0
-1.864715153114668,-0.9896912690953482,4.508154988958672,1.5438402100080137,-1.2239458735789928,1.3894332649637793,-0.291489421253352,-0.08631792717225135,3
-0.4091912120323765,-0.26050856333699957,2.229117171422244,3.1748245722582884,0.9602859598860684,2.358877254146553,0.734000384813558,3.7603248340642703,0
-1.955239338772846,-1.773737192361167,3.7598408664415994,-0.1480259827633762,-0.9293148614779613,1.2867448130429577,1.6589403034315653,-0.9524991474109505,3
1.7673334849986904,0.9512223681841535,-1.0913589713677967,0.9680278669765646,-0.27050312502905105,0.4663504347840895,0.19163196206738903,1.2168643693309322,0
-0.2686294069760701,-1.0795924708543159,2.5347808487922703,2.6646534575460024,0.26297928212363264,1.6160631740128257,-1.1246550393159365,1.8276011008933173,0
-0.09371558923119971,0.6354221004108027,1.9950939258637614,0.4733799498645167,-1.9142253092334127,0.8335479325780174,-0.7447569552398373,-0.3752768315228861,0
-2.234522516445704,3.2637160520535513,2.1629988438146186,-0.7300143419908682,-1.414260102834449,2.3217405750345357,0.790721018540406,2.4883759900188696,2
0.4214501678620717,-1.0156463853834135,1.1396374942446335,2.287438108145751,0.5060669429820243,0.6969634803521886,-0.050463047402838246,1.1869356661473882,1
-0.8336098170099049,1.5714603519501038,1.2598753158745413,-0.2151782323954965,-1.3535995142371158,0.5362729787967555,1.7675023957653402,0.15371662910365566,2
0.44813272785190966,-0.43198134297397794,1.7257767740596106,0.9142421006216194,-1.401619008797157,0.6261026756779493,-0.6584099351183408,-0.6008394064902839,0
